Subj,Condition,Bin,Time,ToDistractor,ToTarget,elogit,elogit_wt,Proportion
18,filler,25,200,18,18,0,0.108108108108108,0.5
18,filler,26,250,18,17,-0.0555698511548108,0.111196911196911,0.485714285714286
18,filler,27,300,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
18,filler,28,350,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
18,filler,29,400,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
18,filler,30,450,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
18,filler,31,500,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
18,filler,32,550,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
18,filler,33,600,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
18,filler,34,650,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
18,filler,35,700,15,15,0,0.129032258064516,0.5
18,filler,36,750,12,20,0.494696241836107,0.128780487804878,0.625
18,filler,37,800,12,21,0.542324290825362,0.126511627906977,0.636363636363636
18,filler,38,850,12,21,0.542324290825362,0.126511627906977,0.636363636363636
18,filler,39,900,12,21,0.542324290825362,0.126511627906977,0.636363636363636
18,filler,40,950,12,21,0.542324290825362,0.126511627906977,0.636363636363636
18,filler,41,1000,10,22,0.762140052046897,0.13968253968254,0.6875
18,filler,42,1050,12,24,0.672944473242426,0.120816326530612,0.666666666666667
18,filler,43,1100,12,23,0.631271776841858,0.122553191489362,0.657142857142857
18,filler,44,1150,14,21,0.393904285707088,0.115477145148356,0.6
18,filler,45,1200,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,filler,46,1250,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,filler,47,1300,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,filler,48,1350,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,filler,49,1400,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,filler,50,1450,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,filler,51,1500,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,filler,52,1550,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,filler,53,1600,15,19,0.2295744416445,0.115798180314309,0.558823529411765
18,filler,54,1650,15,18,0.176930708159078,0.118570183086312,0.545454545454545
18,filler,55,1700,15,18,0.176930708159078,0.118570183086312,0.545454545454545
18,filler,56,1750,15,18,0.176930708159078,0.118570183086312,0.545454545454545
18,filler,57,1800,12,20,0.494696241836107,0.128780487804878,0.625
18,neutral,1,-1000,9,26,1.02585293438568,0.142999006951341,0.742857142857143
18,neutral,2,-950,9,27,1.06289420606603,0.141626794258373,0.75
18,neutral,3,-900,11,27,0.871838969303321,0.123320158102767,0.710526315789474
18,neutral,4,-850,13,24,0.595983432106298,0.114890400604686,0.648648648648649
18,neutral,5,-800,15,24,0.45783309362548,0.10533245556287,0.615384615384615
18,neutral,6,-750,15,24,0.45783309362548,0.10533245556287,0.615384615384615
18,neutral,7,-700,15,23,0.416160397224912,0.10706932052162,0.605263157894737
18,neutral,8,-650,18,18,0,0.108108108108108,0.5
18,neutral,9,-600,22,14,-0.439366659783846,0.113409961685824,0.388888888888889
18,neutral,10,-550,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
18,neutral,11,-500,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
18,neutral,12,-450,27,9,-1.06289420606603,0.141626794258373,0.25
18,neutral,13,-400,30,9,-1.16643488500687,0.138050043140638,0.230769230769231
18,neutral,14,-350,30,9,-1.16643488500687,0.138050043140638,0.230769230769231
18,neutral,15,-300,28,8,-1.20983792377833,0.152734778121775,0.222222222222222
18,neutral,16,-250,29,9,-1.13309846473928,0.139161462979483,0.236842105263158
18,neutral,17,-200,27,10,-0.962810747509048,0.131601731601732,0.27027027027027
18,neutral,18,-150,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
18,neutral,19,-100,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
18,neutral,20,-50,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
18,neutral,21,0,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
18,neutral,22,50,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
18,neutral,23,100,25,12,-0.712949807856125,0.11921568627451,0.324324324324324
18,neutral,24,150,24,12,-0.672944473242426,0.120816326530612,0.333333333333333
18,neutral,25,200,21,16,-0.264692554227082,0.107117688513037,0.432432432432432
18,neutral,26,250,21,18,-0.150282203049338,0.100565681961031,0.461538461538462
18,neutral,27,300,21,17,-0.205852054204149,0.103654485049834,0.447368421052632
18,neutral,28,350,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
18,neutral,29,400,21,14,-0.393904285707088,0.115477145148356,0.4
18,neutral,30,450,22,12,-0.587786664902119,0.124444444444444,0.352941176470588
18,neutral,31,500,21,12,-0.542324290825362,0.126511627906977,0.363636363636364
18,neutral,32,550,20,12,-0.494696241836107,0.128780487804878,0.375
18,neutral,33,600,12,15,0.215111379616945,0.144516129032258,0.555555555555556
18,neutral,34,650,10,21,0.716677677970139,0.141749723145072,0.67741935483871
18,neutral,35,700,9,27,1.06289420606603,0.141626794258373,0.75
18,neutral,36,750,9,27,1.06289420606603,0.141626794258373,0.75
18,neutral,37,800,9,27,1.06289420606603,0.141626794258373,0.75
18,neutral,38,850,6,28,1.47810191037301,0.188933873144399,0.823529411764706
18,neutral,39,900,7,27,1.29928298413026,0.16969696969697,0.794117647058823
18,neutral,40,950,9,27,1.06289420606603,0.141626794258373,0.75
18,neutral,41,1000,9,27,1.06289420606603,0.141626794258373,0.75
18,neutral,42,1050,9,25,0.987386653557885,0.144478844169247,0.735294117647059
18,neutral,43,1100,11,24,0.756326082181477,0.127772848269743,0.685714285714286
18,neutral,44,1150,14,21,0.393904285707088,0.115477145148356,0.6
18,neutral,45,1200,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,neutral,46,1250,17,18,0.0555698511548108,0.111196911196911,0.514285714285714
18,neutral,47,1300,18,18,0,0.108108108108108,0.5
18,neutral,48,1350,18,18,0,0.108108108108108,0.5
18,neutral,49,1400,15,20,0.279584862219162,0.113296616837136,0.571428571428571
18,neutral,50,1450,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,neutral,51,1500,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,neutral,52,1550,14,19,0.296265816143172,0.120247568523431,0.575757575757576
18,neutral,53,1600,12,20,0.494696241836107,0.128780487804878,0.625
18,neutral,54,1650,15,21,0.327212911208416,0.111027756939235,0.583333333333333
18,neutral,55,1700,14,21,0.393904285707088,0.115477145148356,0.6
18,neutral,56,1750,12,23,0.631271776841858,0.122553191489362,0.657142857142857
18,neutral,57,1800,12,21,0.542324290825362,0.126511627906977,0.636363636363636
19,facilitating,1,-1000,5,24,1.49392502531226,0.222634508348794,0.827586206896552
19,facilitating,2,-950,9,24,0.947381318944186,0.146079484425349,0.727272727272727
19,facilitating,3,-900,9,24,0.947381318944186,0.146079484425349,0.727272727272727
19,facilitating,4,-850,11,23,0.714653385780909,0.129509713228492,0.676470588235294
19,facilitating,5,-800,6,21,1.19625075823203,0.200357781753131,0.777777777777778
19,facilitating,6,-750,6,22,1.24171313230878,0.198290598290598,0.785714285714286
19,facilitating,7,-700,6,26,1.40534255609059,0.191582002902758,0.8125
19,facilitating,8,-650,6,24,1.32687094064909,0.194662480376766,0.8
19,facilitating,9,-600,6,24,1.32687094064909,0.194662480376766,0.8
19,facilitating,10,-550,9,24,0.947381318944186,0.146079484425349,0.727272727272727
19,facilitating,11,-500,12,24,0.672944473242426,0.120816326530612,0.666666666666667
19,facilitating,12,-450,12,24,0.672944473242426,0.120816326530612,0.666666666666667
19,facilitating,13,-400,12,22,0.587786664902119,0.124444444444444,0.647058823529412
19,facilitating,14,-350,15,21,0.327212911208416,0.111027756939235,0.583333333333333
19,facilitating,15,-300,15,18,0.176930708159078,0.118570183086312,0.545454545454545
19,facilitating,16,-250,20,15,-0.279584862219162,0.113296616837136,0.428571428571429
19,facilitating,17,-200,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
19,facilitating,18,-150,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
19,facilitating,19,-100,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
19,facilitating,20,-50,21,13,-0.465363249689233,0.120585701981051,0.382352941176471
19,facilitating,21,0,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
19,facilitating,22,50,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
19,facilitating,23,100,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
19,facilitating,24,150,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
19,facilitating,25,200,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
19,facilitating,26,250,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
19,facilitating,27,300,20,15,-0.279584862219162,0.113296616837136,0.428571428571429
19,facilitating,28,350,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
19,facilitating,29,400,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
19,facilitating,30,450,19,15,-0.2295744416445,0.115798180314309,0.441176470588235
19,facilitating,31,500,16,16,0,0.121212121212121,0.5
19,facilitating,32,550,15,18,0.176930708159078,0.118570183086312,0.545454545454545
19,facilitating,33,600,15,17,0.121360857004268,0.121658986175115,0.53125
19,facilitating,34,650,10,19,0.619039208406224,0.146520146520146,0.655172413793103
19,facilitating,35,700,6,26,1.40534255609059,0.191582002902758,0.8125
19,facilitating,36,750,7,27,1.29928298413026,0.16969696969697,0.794117647058823
19,facilitating,37,800,6,24,1.32687094064909,0.194662480376766,0.8
19,facilitating,38,850,6,21,1.19625075823203,0.200357781753131,0.777777777777778
19,facilitating,39,900,6,21,1.19625075823203,0.200357781753131,0.777777777777778
19,facilitating,40,950,6,21,1.19625075823203,0.200357781753131,0.777777777777778
19,facilitating,41,1000,6,23,1.28519824424852,0.196399345335516,0.793103448275862
19,facilitating,42,1050,6,25,1.36687627526279,0.193061840120664,0.806451612903226
19,facilitating,43,1100,6,28,1.47810191037301,0.188933873144399,0.823529411764706
19,facilitating,44,1150,6,27,1.44238382777093,0.19020979020979,0.818181818181818
19,facilitating,45,1200,6,27,1.44238382777093,0.19020979020979,0.818181818181818
19,facilitating,46,1250,6,27,1.44238382777093,0.19020979020979,0.818181818181818
19,facilitating,47,1300,6,27,1.44238382777093,0.19020979020979,0.818181818181818
19,facilitating,48,1350,4,27,1.81010860789625,0.258585858585859,0.870967741935484
19,facilitating,49,1400,3,28,2.09714111877924,0.320802005012531,0.903225806451613
19,facilitating,50,1450,3,28,2.09714111877924,0.320802005012531,0.903225806451613
19,facilitating,51,1500,4,27,1.81010860789625,0.258585858585859,0.870967741935484
19,facilitating,52,1550,6,26,1.40534255609059,0.191582002902758,0.8125
19,facilitating,53,1600,6,24,1.32687094064909,0.194662480376766,0.8
19,facilitating,54,1650,6,23,1.28519824424852,0.196399345335516,0.793103448275862
19,facilitating,55,1700,6,24,1.32687094064909,0.194662480376766,0.8
19,facilitating,56,1750,6,21,1.19625075823203,0.200357781753131,0.777777777777778
19,facilitating,57,1800,6,21,1.19625075823203,0.200357781753131,0.777777777777778
19,filler,1,-1000,15,20,0.279584862219162,0.113296616837136,0.571428571428571
19,filler,2,-950,17,20,0.158224005214894,0.105923344947735,0.540540540540541
19,filler,3,-900,16,20,0.217064505237828,0.109386548410939,0.555555555555556
19,filler,4,-850,15,21,0.327212911208416,0.111027756939235,0.583333333333333
19,filler,5,-800,14,18,0.243622082657751,0.123019571295433,0.5625
19,filler,6,-750,12,19,0.444685821261446,0.131282051282051,0.612903225806452
19,filler,7,-700,12,21,0.542324290825362,0.126511627906977,0.636363636363636
19,filler,8,-650,12,24,0.672944473242426,0.120816326530612,0.666666666666667
19,filler,9,-600,12,24,0.672944473242426,0.120816326530612,0.666666666666667
19,filler,10,-550,14,22,0.439366659783846,0.113409961685824,0.611111111111111
19,filler,11,-500,16,21,0.264692554227082,0.107117688513037,0.567567567567568
19,filler,12,-450,15,21,0.327212911208416,0.111027756939235,0.583333333333333
19,filler,13,-400,15,22,0.372675285285174,0.108960573476703,0.594594594594595
19,filler,14,-350,15,24,0.45783309362548,0.10533245556287,0.615384615384615
19,filler,15,-300,15,24,0.45783309362548,0.10533245556287,0.615384615384615
19,filler,16,-250,15,24,0.45783309362548,0.10533245556287,0.615384615384615
19,filler,17,-200,15,24,0.45783309362548,0.10533245556287,0.615384615384615
19,filler,18,-150,15,24,0.45783309362548,0.10533245556287,0.615384615384615
19,filler,19,-100,15,24,0.45783309362548,0.10533245556287,0.615384615384615
19,filler,20,-50,16,18,0.114410351177744,0.114660114660115,0.529411764705882
19,filler,21,0,20,15,-0.279584862219162,0.113296616837136,0.428571428571429
19,filler,22,50,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
19,filler,23,100,20,13,-0.417735200699979,0.122854561878952,0.393939393939394
19,filler,24,150,16,12,-0.277631736598279,0.140606060606061,0.428571428571429
19,filler,25,200,15,15,0,0.129032258064516,0.5
19,filler,26,250,17,15,-0.121360857004267,0.121658986175115,0.46875
19,filler,27,300,17,15,-0.121360857004267,0.121658986175115,0.46875
19,filler,28,350,18,14,-0.24362208265775,0.123019571295433,0.4375
19,filler,29,400,20,15,-0.279584862219162,0.113296616837136,0.428571428571429
19,filler,30,450,22,15,-0.372675285285174,0.108960573476703,0.405405405405405
19,filler,31,500,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
19,filler,32,550,20,14,-0.346276236717834,0.117746005046257,0.411764705882353
19,filler,33,600,18,12,-0.392042087776024,0.134054054054054,0.4
19,filler,34,650,16,12,-0.277631736598279,0.140606060606061,0.428571428571429
19,filler,35,700,12,16,0.27763173659828,0.140606060606061,0.571428571428571
19,filler,36,750,12,19,0.444685821261446,0.131282051282051,0.612903225806452
19,filler,37,800,12,20,0.494696241836107,0.128780487804878,0.625
19,filler,38,850,12,18,0.392042087776024,0.134054054054054,0.6
19,filler,39,900,10,18,0.566395474920801,0.149292149292149,0.642857142857143
19,filler,40,950,9,20,0.769133087537867,0.154043645699615,0.689655172413793
19,filler,41,1000,6,21,1.19625075823203,0.200357781753131,0.777777777777778
19,filler,42,1050,5,23,1.45225232891169,0.224371373307544,0.821428571428571
19,filler,43,1100,3,24,1.94591014905531,0.326530612244898,0.888888888888889
19,filler,44,1150,3,24,1.94591014905531,0.326530612244898,0.888888888888889
19,filler,45,1200,3,22,1.86075234071501,0.33015873015873,0.88
19,filler,46,1250,3,19,1.71765149707433,0.336996336996337,0.863636363636364
19,filler,47,1300,3,18,1.66500776358891,0.33976833976834,0.857142857142857
19,filler,48,1350,3,19,1.71765149707433,0.336996336996337,0.863636363636364
19,filler,49,1400,3,18,1.66500776358891,0.33976833976834,0.857142857142857
19,filler,50,1450,1,18,2.51230562397611,0.720720720720721,0.947368421052632
19,filler,51,1500,0,21,3.76120011569356,2.04651162790698,1
19,filler,52,1550,0,25,3.93182563272433,2.03921568627451,1
19,filler,53,1600,0,24,3.89182029811063,2.04081632653061,1
19,filler,54,1650,0,25,3.93182563272433,2.03921568627451,1
19,filler,55,1700,0,24,3.89182029811063,2.04081632653061,1
19,filler,56,1750,0,24,3.89182029811063,2.04081632653061,1
19,filler,57,1800,0,30,4.11087386417331,2.0327868852459,1
19,neutral,1,-1000,21,21,0,0.0930232558139535,0.5
19,neutral,2,-950,19,21,0.0976384695639161,0.097793679189028,0.525
19,neutral,3,-900,17,24,0.336472236621213,0.0979591836734694,0.585365853658537
19,neutral,4,-850,18,27,0.396415272588246,0.0904176904176904,0.6
19,neutral,5,-800,13,25,0.635988766719997,0.113289760348584,0.657894736842105
19,neutral,6,-750,18,27,0.396415272588246,0.0904176904176904,0.6
19,neutral,7,-700,15,25,0.49783842823918,0.103731815306768,0.625
19,neutral,8,-650,15,24,0.45783309362548,0.10533245556287,0.615384615384615
19,neutral,9,-600,15,22,0.372675285285174,0.108960573476703,0.594594594594595
19,neutral,10,-550,20,21,0.0476280489892547,0.0952921157118548,0.51219512195122
19,neutral,11,-500,21,21,0,0.0930232558139535,0.5
19,neutral,12,-450,16,15,-0.0625203569813339,0.125122189638319,0.483870967741935
19,neutral,13,-400,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
19,neutral,14,-350,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
19,neutral,15,-300,19,15,-0.2295744416445,0.115798180314309,0.441176470588235
19,neutral,16,-250,18,16,-0.114410351177744,0.114660114660115,0.470588235294118
19,neutral,17,-200,16,17,0.0588405000229334,0.117748917748918,0.515151515151515
19,neutral,18,-150,18,17,-0.0555698511548108,0.111196911196911,0.485714285714286
19,neutral,19,-100,18,18,0,0.108108108108108,0.5
19,neutral,20,-50,20,18,-0.102654154060083,0.102834541858932,0.473684210526316
19,neutral,21,0,21,18,-0.150282203049338,0.100565681961031,0.461538461538462
19,neutral,22,50,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
19,neutral,23,100,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
19,neutral,24,150,22,15,-0.372675285285174,0.108960573476703,0.405405405405405
19,neutral,25,200,24,14,-0.524524468124153,0.109781843771992,0.368421052631579
19,neutral,26,250,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
19,neutral,27,300,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
19,neutral,28,350,27,10,-0.962810747509048,0.131601731601732,0.27027027027027
19,neutral,29,400,29,12,-0.858661619037519,0.113898305084746,0.292682926829268
19,neutral,30,450,26,10,-0.925769475828699,0.132973944294699,0.277777777777778
19,neutral,31,500,22,10,-0.762140052046897,0.13968253968254,0.3125
19,neutral,32,550,15,17,0.121360857004268,0.121658986175115,0.53125
19,neutral,33,600,15,21,0.327212911208416,0.111027756939235,0.583333333333333
19,neutral,34,650,15,21,0.327212911208416,0.111027756939235,0.583333333333333
19,neutral,35,700,14,18,0.243622082657751,0.123019571295433,0.5625
19,neutral,36,750,9,20,0.769133087537867,0.154043645699615,0.689655172413793
19,neutral,37,800,9,22,0.862223510603879,0.149707602339181,0.709677419354839
19,neutral,38,850,7,19,0.955511445027436,0.184615384615385,0.730769230769231
19,neutral,39,900,6,21,1.19625075823203,0.200357781753131,0.777777777777778
19,neutral,40,950,6,21,1.19625075823203,0.200357781753131,0.777777777777778
19,neutral,41,1000,3,23,1.90423745265475,0.328267477203647,0.884615384615385
19,neutral,42,1050,0,22,3.80666248977032,2.04444444444444,1
19,neutral,43,1100,0,22,3.80666248977032,2.04444444444444,1
19,neutral,44,1150,0,20,3.71357206670431,2.04878048780488,1
19,neutral,45,1200,2,25,2.32238772029023,0.43921568627451,0.925925925925926
19,neutral,46,1250,3,28,2.09714111877924,0.320802005012531,0.903225806451613
19,neutral,47,1300,6,30,1.54592450671177,0.186633039092056,0.833333333333333
19,neutral,48,1350,6,30,1.54592450671177,0.186633039092056,0.833333333333333
19,neutral,49,1400,6,30,1.54592450671177,0.186633039092056,0.833333333333333
19,neutral,50,1450,7,30,1.4028236630711,0.166120218579235,0.810810810810811
19,neutral,51,1500,6,29,1.51258808644418,0.1877444589309,0.828571428571429
19,neutral,52,1550,5,24,1.49392502531226,0.222634508348794,0.827586206896552
19,neutral,53,1600,6,24,1.32687094064909,0.194662480376766,0.8
19,neutral,54,1650,6,24,1.32687094064909,0.194662480376766,0.8
19,neutral,55,1700,6,24,1.32687094064909,0.194662480376766,0.8
19,neutral,56,1750,6,20,1.14862270924277,0.202626641651032,0.769230769230769
19,neutral,57,1800,6,16,0.931558204004943,0.214452214452214,0.727272727272727
20,facilitating,1,-1000,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
20,facilitating,2,-950,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
20,facilitating,3,-900,25,12,-0.712949807856125,0.11921568627451,0.324324324324324
20,facilitating,4,-850,26,12,-0.751416088683921,0.117735849056604,0.315789473684211
20,facilitating,5,-800,24,13,-0.595983432106298,0.114890400604686,0.351351351351351
20,facilitating,6,-750,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
20,facilitating,7,-700,24,13,-0.595983432106298,0.114890400604686,0.351351351351351
20,facilitating,8,-650,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
20,facilitating,9,-600,27,12,-0.78845736036427,0.116363636363636,0.307692307692308
20,facilitating,10,-550,24,13,-0.595983432106298,0.114890400604686,0.351351351351351
20,facilitating,11,-500,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
20,facilitating,12,-450,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
20,facilitating,13,-400,24,15,-0.45783309362548,0.10533245556287,0.384615384615385
20,facilitating,14,-350,23,15,-0.416160397224912,0.10706932052162,0.394736842105263
20,facilitating,15,-300,19,15,-0.2295744416445,0.115798180314309,0.441176470588235
20,facilitating,16,-250,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
20,facilitating,17,-200,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
20,facilitating,18,-150,18,14,-0.24362208265775,0.123019571295433,0.4375
20,facilitating,19,-100,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
20,facilitating,20,-50,14,12,-0.148420005118273,0.148965517241379,0.461538461538462
20,facilitating,21,0,12,12,0,0.16,0.5
20,facilitating,22,50,16,9,-0.55206858230004,0.165869218500797,0.36
20,facilitating,23,100,18,9,-0.666478933477784,0.159317211948791,0.333333333333333
20,facilitating,24,150,18,9,-0.666478933477784,0.159317211948791,0.333333333333333
20,facilitating,25,200,18,9,-0.666478933477784,0.159317211948791,0.333333333333333
20,facilitating,26,250,18,9,-0.666478933477784,0.159317211948791,0.333333333333333
20,facilitating,27,300,18,9,-0.666478933477784,0.159317211948791,0.333333333333333
20,facilitating,28,350,19,9,-0.719122666963206,0.156545209176788,0.321428571428571
20,facilitating,29,400,17,9,-0.610909082322973,0.162406015037594,0.346153846153846
20,facilitating,30,450,12,13,0.0769610411361284,0.154074074074074,0.52
20,facilitating,31,500,12,15,0.215111379616945,0.144516129032258,0.555555555555556
20,facilitating,32,550,11,15,0.298492988555997,0.151472650771388,0.576923076923077
20,facilitating,33,600,9,17,0.610909082322973,0.162406015037594,0.653846153846154
20,facilitating,34,650,12,23,0.631271776841858,0.122553191489362,0.657142857142857
20,facilitating,35,700,7,22,1.09861228866811,0.177777777777778,0.758620689655172
20,facilitating,36,750,6,24,1.32687094064909,0.194662480376766,0.8
20,facilitating,37,800,7,24,1.18377009700842,0.174149659863946,0.774193548387097
20,facilitating,38,850,3,25,1.98591548366901,0.324929971988795,0.892857142857143
20,facilitating,39,900,3,27,2.06142303617716,0.322077922077922,0.9
20,facilitating,40,950,3,27,2.06142303617716,0.322077922077922,0.9
20,facilitating,41,1000,3,27,2.06142303617716,0.322077922077922,0.9
20,facilitating,42,1050,3,24,1.94591014905531,0.326530612244898,0.888888888888889
20,facilitating,43,1100,0,26,3.97029191355212,2.0377358490566,1
20,facilitating,44,1150,0,27,4.00733318523247,2.03636363636364,1
20,facilitating,45,1200,0,27,4.00733318523247,2.03636363636364,1
20,facilitating,46,1250,0,27,4.00733318523247,2.03636363636364,1
20,facilitating,47,1300,0,27,4.00733318523247,2.03636363636364,1
20,facilitating,48,1350,0,27,4.00733318523247,2.03636363636364,1
20,facilitating,49,1400,1,27,2.90872089656436,0.703030303030303,0.964285714285714
20,facilitating,50,1450,3,27,2.06142303617716,0.322077922077922,0.9
20,facilitating,51,1500,3,27,2.06142303617716,0.322077922077922,0.9
20,facilitating,52,1550,3,27,2.06142303617716,0.322077922077922,0.9
20,facilitating,53,1600,3,27,2.06142303617716,0.322077922077922,0.9
20,facilitating,54,1650,3,27,2.06142303617716,0.322077922077922,0.9
20,facilitating,55,1700,2,27,2.39789527279837,0.436363636363636,0.931034482758621
20,facilitating,56,1750,0,27,4.00733318523247,2.03636363636364,1
20,facilitating,57,1800,0,27,4.00733318523247,2.03636363636364,1
20,filler,1,-1000,13,15,0.138150338480817,0.138590203106332,0.535714285714286
20,filler,2,-950,18,16,-0.114410351177744,0.114660114660115,0.470588235294118
20,filler,3,-900,18,14,-0.24362208265775,0.123019571295433,0.4375
20,filler,4,-850,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
20,filler,5,-800,19,15,-0.2295744416445,0.115798180314309,0.441176470588235
20,filler,6,-750,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
20,filler,7,-700,20,9,-0.769133087537867,0.154043645699615,0.310344827586207
20,filler,8,-650,24,9,-0.947381318944186,0.146079484425349,0.272727272727273
20,filler,9,-600,24,9,-0.947381318944186,0.146079484425349,0.272727272727273
20,filler,10,-550,24,6,-1.32687094064909,0.194662480376766,0.2
20,filler,11,-500,24,6,-1.32687094064909,0.194662480376766,0.2
20,filler,12,-450,24,6,-1.32687094064909,0.194662480376766,0.2
20,filler,13,-400,21,7,-1.05314991459135,0.17984496124031,0.25
20,filler,14,-350,21,9,-0.816761136527122,0.151774785801714,0.3
20,filler,15,-300,21,9,-0.816761136527122,0.151774785801714,0.3
20,filler,16,-250,21,12,-0.542324290825362,0.126511627906977,0.363636363636364
20,filler,17,-200,21,12,-0.542324290825362,0.126511627906977,0.363636363636364
20,filler,18,-150,21,12,-0.542324290825362,0.126511627906977,0.363636363636364
20,filler,19,-100,21,12,-0.542324290825362,0.126511627906977,0.363636363636364
20,filler,20,-50,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
20,filler,21,0,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
20,filler,22,50,21,13,-0.465363249689233,0.120585701981051,0.382352941176471
20,filler,23,100,19,12,-0.444685821261446,0.131282051282051,0.387096774193548
20,filler,24,150,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
20,filler,25,200,18,13,-0.315081046639895,0.128128128128128,0.419354838709677
20,filler,26,250,18,12,-0.392042087776024,0.134054054054054,0.4
20,filler,27,300,18,12,-0.392042087776024,0.134054054054054,0.4
20,filler,28,350,18,12,-0.392042087776024,0.134054054054054,0.4
20,filler,29,400,18,12,-0.392042087776024,0.134054054054054,0.4
20,filler,30,450,18,12,-0.392042087776024,0.134054054054054,0.4
20,filler,31,500,15,13,-0.138150338480817,0.138590203106332,0.464285714285714
20,filler,32,550,15,15,0,0.129032258064516,0.5
20,filler,33,600,15,15,0,0.129032258064516,0.5
20,filler,34,650,13,18,0.315081046639895,0.128128128128128,0.580645161290323
20,filler,35,700,10,22,0.762140052046897,0.13968253968254,0.6875
20,filler,36,750,8,24,1.05860695405441,0.158463385354142,0.75
20,filler,37,800,6,24,1.32687094064909,0.194662480376766,0.8
20,filler,38,850,6,24,1.32687094064909,0.194662480376766,0.8
20,filler,39,900,6,24,1.32687094064909,0.194662480376766,0.8
20,filler,40,950,6,24,1.32687094064909,0.194662480376766,0.8
20,filler,41,1000,6,24,1.32687094064909,0.194662480376766,0.8
20,filler,42,1050,5,24,1.49392502531226,0.222634508348794,0.827586206896552
20,filler,43,1100,6,24,1.32687094064909,0.194662480376766,0.8
20,filler,44,1150,6,25,1.36687627526279,0.193061840120664,0.806451612903226
20,filler,45,1200,5,22,1.40876721697195,0.226262626262626,0.814814814814815
20,filler,46,1250,3,26,2.02438176449681,0.323450134770889,0.896551724137931
20,filler,47,1300,3,27,2.06142303617716,0.322077922077922,0.9
20,filler,48,1350,2,27,2.39789527279837,0.436363636363636,0.931034482758621
20,filler,49,1400,0,29,4.07753744390572,2.03389830508475,1
20,filler,50,1450,0,30,4.11087386417331,2.0327868852459,1
20,filler,51,1500,0,27,4.00733318523247,2.03636363636364,1
20,filler,52,1550,0,27,4.00733318523247,2.03636363636364,1
20,filler,53,1600,0,27,4.00733318523247,2.03636363636364,1
20,filler,54,1650,0,25,3.93182563272433,2.03921568627451,1
